Si3N4,1.0,0.53,1
Si,1.0,380.0,1
Ge,1.0,0.25,1
ZnSe,1.0,0.416,1
Ge,1.0,0.25,1
ZnSe,1.0,0.416,1
Ge,1.0,0.25,1
ZnSe,1.0,0.416,1
Ge,1.0,0.25,1
Air,1.0,2.0,1
Ge,1.0,0.25,1
ZnSe,1.0,0.416,1
Ge,1.0,0.25,1
ZnSe,1.0,0.416,1
Ge,1.0,0.25,1
ZnSe,1.0,0.416,1
Ge,1.0,0.25,1
Si,1.0,380.0,1
Si3N4,1.0,0.53,1
