Ge,1.0,0.25,1
ZnS,1.0,0.454,1
Ge,1.0,0.25,1
ZnS,1.0,0.454,1
Ge,1.0,0.25,1
ZnS,1.0,0.454,1
Ge,1.0,0.25,1
Air,1.0,2.0,1
Ge,1.0,0.25,1
ZnS,1.0,0.454,1
Ge,1.0,0.25,1
ZnS,1.0,0.454,1
Ge,1.0,0.25,1
ZnS,1.0,0.454,1
Ge,1.0,0.25,1
